Provincia,Partido,Localidad,ADSL,Cablemódem,Dial Up,Fibra Óptica,4G,3G,Telefonía Fija,Wireless,Satelital
Tucumán,Juan Bautista Alberdi,Juan Bautista Alberdi,1,0,0,0,1,1,1,0,1
Tucumán,Juan Bautista Alberdi,Villa Belgrano,0,0,0,0,0,0,1,0,0
Tucumán,La Cocha,La Cocha,1,0,0,0,1,1,1,1,1
Tucumán,La Cocha,San José de La Cocha,0,0,0,0,0,0,0,1,1
Santa Fe,Rosario,Pérez,1,0,0,1,1,1,1,1,1
Santa Fe,Rosario,Piñero (est. Erasto),0,1,0,1,1,0,0,0,0
Santa Fe,Rosario,Pueblo Esther,1,0,0,1,1,1,1,0,1
Santa Fe,Rosario,Pueblo Muñoz (est. Bernard),0,1,0,0,1,0,1,0,0
Santa Fe,Rosario,Pueblo Uranga,1,0,0,1,1,0,1,1,0
Santa Fe,Rosario,Puerto Arroyo Seco,0,0,0,0,1,0,0,0,0
Santa Fe,Rosario,Rosario,1,1,1,1,1,1,1,1,1
Santa Fe,Rosario,Soldini,1,1,0,0,1,1,1,0,0
Santa Fe,Rosario,Villa Amelia,1,1,0,1,0,0,1,1,0
Santa Fe,Rosario,Villa del Plata,0,0,0,1,0,0,1,0,0
Santa Fe,Rosario,Villa Gobernador Gálvez,1,1,0,1,1,1,1,1,0
Santa Fe,Rosario,Zavalla,1,1,0,0,1,1,1,1,0
Santa Fe,San Cristóbal,Aguará Grande,0,0,0,0,0,0,0,1,1
Santa Fe,San Cristóbal,Ambrosetti,0,0,0,0,1,0,1,1,1
Santa Fe,San Cristóbal,Arrufo,1,1,0,1,1,1,1,0,0
Santa Fe,San Cristóbal,Balneario La Verde,0,0,0,0,0,0,0,0,1
Santa Fe,San Cristóbal,Capivara,0,0,0,0,0,0,0,0,1
Santa Fe,San Cristóbal,Ceres,1,1,0,0,1,1,1,1,0
Santa Fe,San Cristóbal,Colonia Ana,0,0,0,0,0,0,0,1,0
Santa Fe,San Cristóbal,Colonia Bossi,1,0,0,1,1,0,0,1,0
Santa Fe,San Cristóbal,Colonia Rosa,0,0,0,0,1,0,0,1,0
Santa Fe,San Cristóbal,Constanza,0,0,0,0,0,0,1,0,0
Santa Fe,San Cristóbal,Curupaity,0,0,0,0,0,0,0,1,0
Santa Fe,Castellanos,Bauer Y Sigel,1,0,0,0,0,0,1,1,0
Santa Fe,Castellanos,Bella Italia,1,1,0,1,1,1,1,1,0
Santa Fe,Castellanos,Castellanos,0,1,0,0,0,0,1,1,0
Santa Fe,Castellanos,Colonia Bicha,1,0,0,1,1,0,0,0,0
Santa Fe,Castellanos,Colonia Cello,0,0,0,0,1,0,1,1,0
Santa Fe,Castellanos,Colonia Margarita,0,1,0,0,0,0,1,0,0
Santa Fe,Castellanos,Colonia Raquel,1,0,0,1,0,0,1,1,0
Santa Fe,Castellanos,Coronel Fraga,0,0,0,0,0,0,1,1,0
Santa Fe,Castellanos,Egusquiza,0,0,0,0,1,0,0,0,0
Santa Fe,Castellanos,Esmeralda,0,1,0,0,1,0,1,0,0
Santa Fe,Castellanos,Estación Clucellas,0,1,0,0,1,0,1,1,0
Santa Fe,Castellanos,Estación Saguier,0,1,0,0,0,0,0,1,0
Santa Fe,Castellanos,Eusebia Y Carolina,1,0,0,1,1,0,0,0,0
Santa Fe,Castellanos,Eustolia,0,0,0,0,0,0,0,1,0
Santa Fe,Castellanos,Frontera,0,0,0,1,1,1,0,0,0
Santa Fe,Castellanos,Garibaldi,0,0,0,0,0,0,1,0,0
Buenos Aires,General Arenales,La Trinidad,0,1,0,1,0,0,0,1,0
Buenos Aires,General Belgrano,General Belgrano,1,1,1,1,1,1,1,1,1
Buenos Aires,General Belgrano,Gorchs,0,0,0,0,1,1,1,1,1
Buenos Aires,General Guido,General Guido,0,0,1,1,1,1,1,1,0
Buenos Aires,General Guido,Labarden,0,0,0,0,1,1,1,1,0
Buenos Aires,General Juan Madariaga,Barrio Kennedy,0,0,0,0,1,1,0,0,0
Buenos Aires,General Juan Madariaga,General Juan Madariaga,1,1,1,1,1,1,1,0,1
Buenos Aires,General La Madrid,General La Madrid,1,0,1,1,1,1,1,1,0
Buenos Aires,General La Madrid,La Colina,0,0,0,0,0,0,1,0,0
Buenos Aires,General La Madrid,Las Martinetas,0,0,0,0,0,0,1,1,0
Buenos Aires,General La Madrid,Líbano,0,0,0,0,0,0,1,0,0
Buenos Aires,General La Madrid,Pontaut,0,0,0,0,0,1,0,0,0
Buenos Aires,General Las Heras,General Hornos,0,0,0,0,1,0,0,0,0
Buenos Aires,Navarro,Navarro,1,1,1,1,1,1,1,1,1
Buenos Aires,Navarro,Villa Moll (est. Moll),0,0,0,1,0,0,1,1,0
Buenos Aires,Necochea,Claraz,0,0,0,0,0,0,1,1,0
Buenos Aires,Necochea,Costa Bonita,0,0,0,0,1,1,0,1,0
Buenos Aires,Necochea,Energía,0,0,0,0,0,0,0,1,0
Buenos Aires,Necochea,Juan N. Fernández,1,0,0,0,1,1,1,1,1
Buenos Aires,Necochea,Necochea - Quequén,1,1,1,1,1,1,1,1,1
Buenos Aires,Necochea,Nicanor Olivera (est. La Dulce),1,0,1,0,0,1,1,1,0
Buenos Aires,Necochea,Ramón Santamarina,0,0,0,0,1,1,1,0,0
Buenos Aires,Olavarría,Colonia Hinojo,0,0,0,0,1,0,0,1,0
Buenos Aires,Olavarría,Espigas,0,0,0,0,0,0,1,0,0
CABA,Comuna 11,Villa Santa Rita,1,1,1,1,1,1,1,1,1
Córdoba,Río Primero,Capilla de Los Remedios,0,0,0,0,1,1,1,0,0
Córdoba,Río Primero,Colonia Las Cuatro Esquinas,0,0,0,0,0,0,1,0,0
Córdoba,Río Primero,Diego de Rojas,0,0,0,1,1,0,1,0,0
Córdoba,Río Primero,Esquina,0,0,0,1,1,0,1,0,1
Córdoba,Río Primero,Kilómetro 658,0,0,0,0,0,0,1,0,0
Córdoba,Río Primero,La Para,0,1,0,1,1,1,1,1,1
Córdoba,Río Primero,La Posta,0,0,0,0,0,0,1,0,0
Córdoba,Río Primero,La Puerta,0,0,0,1,1,1,1,1,0
Córdoba,Río Primero,La Quinta,0,0,0,0,0,0,1,1,0
Córdoba,Río Primero,Las Gramillas,0,0,0,0,1,0,1,0,0
Córdoba,Río Primero,Las Saladas,0,0,0,0,0,0,1,0,0
Córdoba,Río Primero,Montecristo,1,0,0,1,1,1,1,1,1
Córdoba,Río Primero,Obispo Trejo,0,0,0,0,1,1,0,0,0
Córdoba,Río Primero,Piquillín,1,0,0,0,1,1,1,0,0
Córdoba,Río Primero,Pueblo Comechingones,0,0,0,0,1,0,1,0,0
Córdoba,Río Primero,Río Primero,1,0,0,1,1,1,1,1,0
Córdoba,Río Primero,Santa Rosa de Río Primero,1,0,0,1,1,1,1,1,0
Córdoba,Río Primero,Villa Fontana,0,0,0,1,1,0,1,1,0
Entre Ríos,Paraná,Colonia Avellaneda,1,0,0,0,1,1,1,1,0
Entre Ríos,Paraná,Crespo,1,1,0,1,1,1,1,1,0
Entre Ríos,Paraná,Crucesitas Séptima Sección,0,0,0,0,0,0,0,1,0
Entre Ríos,Paraná,El Palenque,0,0,0,0,1,0,1,1,0
Entre Ríos,Paraná,El Pingo,0,0,0,0,1,1,1,1,0
Entre Ríos,Paraná,El Ramblón,0,0,0,0,1,0,0,0,0
Entre Ríos,Paraná,El Ramblón,0,0,0,0,1,0,0,1,0
Entre Ríos,Paraná,Hasenkamp,0,1,0,1,1,1,1,1,1
Entre Ríos,Paraná,Hernandarias,0,1,0,0,1,1,1,1,0
Entre Ríos,Paraná,La Picada,1,0,0,1,1,1,1,0,0
Entre Ríos,Paraná,Las Tunas,0,0,0,0,0,0,0,1,0
Entre Ríos,Paraná,María Grande,0,1,1,1,1,1,1,1,0
Entre Ríos,Paraná,Oro Verde,1,1,0,0,1,1,1,1,0
Mendoza,Las Heras,Las Heras,1,1,1,1,1,1,1,1,1
Mendoza,Las Heras,Panquehua,0,0,0,1,1,1,0,0,0
Mendoza,Las Heras,Papagayos,0,0,0,0,1,1,0,0,1
Mendoza,Las Heras,Puente del Inca,0,0,0,0,1,1,0,0,1
Mendoza,Las Heras,Sierras de Encalada,0,0,0,0,1,1,0,0,0
Mendoza,Las Heras,Uspallata,1,0,1,1,1,1,1,0,0
Mendoza,Lavalle,3 de Mayo,0,0,0,0,1,0,1,1,0
Mendoza,Lavalle,Barrio La Pega,0,0,0,0,0,0,1,0,0
Mendoza,Lavalle,Barrio Los Olivos,1,0,0,0,0,0,1,0,0
Mendoza,Lavalle,Costa de Araujo,0,0,0,1,1,1,0,1,0
Salta,Cafayate,Cafayate,1,0,0,1,1,1,1,1,1
Salta,Cafayate,Tolombón,0,0,0,0,1,0,0,1,0
Salta,Capital,Atocha,0,0,0,1,1,1,1,1,0
Salta,Capital,El Tipal - La Almudena,0,0,0,0,1,1,0,1,1
Salta,Capital,La Ciénaga Y Barrio San Rafael,0,0,0,0,1,0,0,1,0
Salta,Capital,Las Costas,0,0,0,0,0,1,0,1,0
Salta,Capital,Salta,1,1,1,1,1,1,1,1,1
Salta,Capital,Villa San Lorenzo,1,1,0,1,1,1,1,1,1
Salta,Cerrillos,Barrio El Congreso,0,0,0,1,1,0,0,0,0
Salta,Cerrillos,Barrio Las Tunas,0,0,0,1,1,0,0,0,0
Salta,Cerrillos,Barrio Los Pinares,1,0,0,1,0,0,0,1,0
Buenos Aires,General Las Heras,General Las Heras (est. Las Heras),1,1,1,1,1,1,1,1,0
Buenos Aires,General Las Heras,Lozano,0,0,0,0,0,0,0,0,1
Buenos Aires,General Las Heras,Plomer,0,0,0,0,0,0,1,0,0
Buenos Aires,General Las Heras,Villars,0,1,1,1,0,0,1,0,0
Buenos Aires,General Lavalle,Chacras de San Clemente,0,0,0,0,0,0,0,1,0
Buenos Aires,General Lavalle,General Lavalle,0,1,0,1,1,1,1,1,1
Buenos Aires,General Lavalle,Pavón,0,0,0,1,1,1,0,1,0
Buenos Aires,General Paz,Loma Verde,0,0,0,0,1,1,1,1,0
Buenos Aires,General Paz,Ranchos,1,0,1,1,1,1,1,1,0
Buenos Aires,General Paz,Villanueva (ap. Río Salado),0,0,0,0,0,0,1,1,0
Buenos Aires,General Pinto,Colonia San Ricardo (est. Iriarte),1,0,0,0,1,1,1,1,0
Buenos Aires,Olavarría,Hinojo,1,0,0,0,1,1,1,0,1
Buenos Aires,Olavarría,Olavarría,1,1,1,1,1,1,1,0,1
Buenos Aires,Olavarría,Recalde,0,0,0,0,0,0,1,0,0
Buenos Aires,Olavarría,Santa Luisa,0,0,0,0,0,1,0,0,0
Buenos Aires,Olavarría,Sierra Chica,0,1,0,0,1,1,0,0,0
Buenos Aires,Olavarría,Sierras Bayas,1,0,1,0,0,0,1,0,0
Buenos Aires,Olavarría,Villa Alfredo Fortabat,1,0,0,0,1,1,1,0,0
Buenos Aires,Olavarría,Villa Arrieta,0,0,0,0,1,1,0,0,0
Buenos Aires,Olavarría,Villa La Serranía,0,0,0,0,1,0,0,0,0
Buenos Aires,Patagones,Bahía San Blas,0,0,1,0,1,1,1,1,0
Buenos Aires,Patagones,Cardenal Cagliero,0,0,0,0,1,0,0,0,0
Buenos Aires,Patagones,Carmen de Patagones,1,0,1,1,1,1,1,1,1
Buenos Aires,Patagones,José B. Casas,0,0,0,0,0,0,0,1,0
Buenos Aires,Patagones,Juan A. Pradere,0,1,0,0,1,0,0,1,0
CABA,Comuna 12,Coghlan,1,1,1,1,1,1,1,1,1
Córdoba,Río Segundo,Costasacate,1,0,0,1,1,1,1,1,0
Córdoba,Río Segundo,Impira,0,0,0,0,0,1,0,0,0
Córdoba,Río Segundo,Laguna Larga,1,0,0,1,1,1,1,1,0
Córdoba,Río Segundo,Las Junturas,1,0,0,1,1,1,1,0,1
Córdoba,Río Segundo,Los Chañaritos,1,0,0,1,1,0,0,1,0
Córdoba,Río Segundo,Luque,1,1,0,1,1,1,1,1,0
Córdoba,Río Segundo,Manfredi,1,0,0,1,1,1,1,0,0
Córdoba,Río Segundo,Matorrales,0,0,0,0,1,1,1,0,0
Córdoba,Río Segundo,Oncativo,1,1,0,1,1,1,1,1,0
Córdoba,Río Segundo,Pilar,1,0,0,1,1,1,1,1,1
Córdoba,Río Segundo,Pozo del Molle,0,1,0,0,1,1,1,0,0
Córdoba,Río Segundo,Rincón,0,1,0,0,1,1,1,1,0
Córdoba,Río Segundo,Río Segundo,1,0,0,1,1,1,1,1,0
Córdoba,Río Segundo,Santiago Temple,1,1,0,0,1,1,1,1,1
Entre Ríos,Paraná,Paraná,1,1,1,1,1,1,1,1,1
Entre Ríos,Paraná,Pueblo Bellocq (est. Las Garzas),0,0,0,0,0,0,1,0,0
Entre Ríos,Paraná,Pueblo Brugo,0,0,0,0,1,1,1,1,0
Entre Ríos,Paraná,Pueblo General San Martín,0,0,0,0,1,0,0,0,0
Entre Ríos,Paraná,San Benito,1,1,0,0,1,1,1,1,0
Entre Ríos,Paraná,Sauce Montrull,0,0,0,0,0,0,0,1,0
Entre Ríos,Paraná,Sauce Pinto,0,0,0,0,0,0,1,0,0
Entre Ríos,Paraná,Seguí,1,1,0,0,1,1,1,1,1
Entre Ríos,Paraná,Sosa,0,0,0,0,0,0,1,0,0
Entre Ríos,Paraná,Tabossi,0,1,0,1,1,1,1,1,0
Entre Ríos,Paraná,Tezanos Pintos,0,0,0,0,0,0,1,0,0
Entre Ríos,Paraná,Viale,1,1,0,1,1,1,1,1,0
Entre Ríos,Paraná,Villa Fontana,0,0,0,0,1,0,1,0,0
Entre Ríos,Paraná,Villa Gobernador Luis F. Etchevehere,0,0,0,0,0,0,1,0,0
Mendoza,Maipú,Coquimbito,0,0,0,1,1,1,0,0,0
Mendoza,Maipú,Cruz de Piedra,0,0,0,1,1,1,1,1,0
Mendoza,Maipú,El Pedregal,0,0,0,0,0,0,0,1,0
Mendoza,Maipú,Fray Luis Beltrán,1,1,1,1,1,1,1,1,0
Mendoza,Maipú,General Gutierrez,0,0,0,1,1,1,0,0,0
Mendoza,Maipú,Luzuriaga,0,0,0,1,1,1,0,0,0
Mendoza,Maipú,Maipú,1,1,1,1,1,1,1,1,0
Mendoza,Maipú,Rodeo del Medio,1,0,1,1,1,1,1,1,0
Mendoza,Maipú,Russell,1,0,1,1,1,1,1,0,0
Mendoza,Maipú,San Roque,1,0,1,1,1,1,1,1,0
Mendoza,Maipú,Villa Teresa,0,0,0,0,0,0,0,1,0
Mendoza,Malargüe,Agua Escondida,0,0,0,0,1,1,0,0,0
Salta,Cerrillos,Cerrillos,1,1,0,1,1,1,1,1,1
Salta,Cerrillos,La Merced,0,0,0,1,1,1,1,1,1
Salta,Cerrillos,San Agustín,0,0,0,0,0,0,1,1,1
Salta,Cerrillos,Villa Los Álamos,0,0,0,0,1,1,0,0,0
Salta,Chicoana,Barrio Finca La Maroma,0,0,0,1,0,0,0,0,0
Salta,Chicoana,Barrio La Rotonda,0,0,0,1,0,0,0,1,0
Salta,Chicoana,Barrio Santa Teresita,0,0,0,1,0,0,0,0,0
Salta,Chicoana,Chicoana,1,0,0,1,1,1,1,1,1
Salta,Chicoana,El Carril,1,0,0,1,1,1,1,1,1
Salta,General Güemes,Campo Santo,1,0,0,1,1,1,1,1,1
Salta,General Güemes,Cobos,0,0,0,1,1,0,0,1,0
Salta,General Güemes,El Bordo,0,0,0,1,0,0,0,1,0
Tucumán,Monteros,Sargento Moya,0,0,0,0,0,0,0,1,0
Buenos Aires,General Pinto,General Pinto,0,0,1,0,1,1,1,0,1
Buenos Aires,General Pinto,Germania (est. Mayor José Orellano),1,0,0,0,1,1,0,0,0
Buenos Aires,General Pinto,Gunther,0,0,0,0,0,1,0,0,0
Buenos Aires,General Pinto,Villa Francia (est. Coronel Granada),0,0,0,1,1,0,1,0,1
Buenos Aires,General Pueyrredón,Barrio Colinas Verdes,0,0,0,0,1,1,0,1,0
Buenos Aires,General Pueyrredón,Barrio El Boquerón,0,0,0,0,1,0,0,1,0
Buenos Aires,General Pueyrredón,Barrio El Casal,0,0,0,0,0,0,0,1,0
Buenos Aires,General Pueyrredón,Barrio El Coyunco,0,0,0,1,1,1,0,1,0
Buenos Aires,General Pueyrredón,Barrio La Gloria,0,0,0,0,1,1,0,1,0
Buenos Aires,General Pueyrredón,Barrio Santa Paula,0,0,0,1,1,1,0,1,0
Buenos Aires,General Pueyrredón,Batán,1,0,0,1,1,1,1,1,1
Buenos Aires,General Pueyrredón,Camet,1,0,0,1,1,1,1,1,1
Buenos Aires,Patagones,Stroeder,0,0,1,1,1,1,1,1,0
Buenos Aires,Patagones,Villalonga,1,0,1,1,1,1,1,1,0
Buenos Aires,Pehuajó,Capitán Castro,0,0,0,0,0,0,0,1,0
Buenos Aires,Pehuajó,Chiclana,0,0,0,0,1,1,0,1,0
Buenos Aires,Pehuajó,Francisco Madero,0,0,1,0,1,1,1,1,0
Buenos Aires,Pehuajó,Inocencio Sosa,0,0,0,0,0,0,0,1,0
Buenos Aires,Pehuajó,Juan José Paso,0,0,0,1,1,1,1,1,0
Buenos Aires,Pehuajó,Magdala,0,0,0,0,0,0,1,1,0
Buenos Aires,Pehuajó,Mones Cazón,0,0,0,0,1,1,1,1,0
Buenos Aires,Pehuajó,Nueva Plata,0,0,0,0,0,0,1,1,0
Buenos Aires,Pehuajó,Pehuajó,1,1,1,1,1,1,1,1,0
Buenos Aires,Pehuajó,San Bernardo (est. Guanaco),0,0,0,0,0,0,1,1,0
Buenos Aires,Pehuajó,San Esteban,0,0,0,0,0,0,0,1,0
Buenos Aires,Pellegrini,Bocayuva,0,0,0,0,1,0,0,0,0
Tucumán,Monteros,Teniente Berdina,0,0,0,0,0,0,0,1,0
CABA,Comuna 12,Saavedra,1,1,1,1,1,1,1,1,1
Córdoba,Río Segundo,Villa del Rosario,1,1,0,1,1,1,1,1,0
Córdoba,San Alberto,Ambul,0,0,0,0,1,1,1,0,0
Córdoba,San Alberto,Arroyo Los Patos,0,1,0,1,1,0,0,1,0
Córdoba,San Alberto,El Huayco,1,0,0,0,0,0,1,1,0
Córdoba,San Alberto,La Cortadera,0,0,0,1,0,0,0,0,0
Córdoba,San Alberto,Las Calles,0,0,0,1,0,0,1,1,0
Córdoba,San Alberto,Las Rabonas,0,0,0,0,0,0,0,1,0
Córdoba,San Alberto,Mina Clavero,1,1,0,1,1,1,1,0,0
Córdoba,San Alberto,Mussi,0,0,0,0,0,0,1,0,0
Córdoba,San Alberto,Nono,1,1,0,1,1,1,1,1,0
Córdoba,San Alberto,Panaholma,0,0,0,0,1,0,0,0,0
Córdoba,San Alberto,San Huberto,0,0,0,1,0,0,0,1,0
Córdoba,San Alberto,San Lorenzo,0,0,0,0,1,1,0,1,0
Córdoba,San Alberto,San Pedro,0,0,0,1,1,0,0,1,0
Córdoba,San Alberto,San Vicente,0,0,0,1,1,0,1,1,0
Córdoba,San Alberto,Sauce Arriba,0,0,0,0,0,0,0,1,0
Córdoba,San Alberto,Villa Cura Brochero,0,1,0,1,1,1,1,1,0
Córdoba,San Alberto,Villa Sarmiento,1,0,0,0,1,0,0,1,0
Córdoba,San Javier,Conlara,0,0,0,0,0,0,0,1,0
Córdoba,San Javier,Cruz Caña,0,0,0,0,0,0,0,1,0
Córdoba,San Javier,Dos Arroyos,0,0,0,0,0,0,0,1,0
Córdoba,San Javier,El Pantanillo,0,0,0,0,0,0,0,1,0
Entre Ríos,Paraná,Villa Urquiza,1,0,0,0,1,1,1,0,0
Entre Ríos,San Salvador,General Campos,1,0,0,0,1,0,1,1,1
Entre Ríos,San Salvador,San Salvador,1,0,0,1,1,1,1,1,0
Entre Ríos,Tala,Altamirano Sur,0,0,0,0,0,0,1,0,0
Entre Ríos,Tala,Durazno,1,0,0,0,0,0,1,1,0
Entre Ríos,Tala,Gobernador Echagüe,0,0,0,0,0,0,1,1,0
Entre Ríos,Tala,Gobernador Mansilla,0,0,0,0,1,1,1,1,0
Entre Ríos,Tala,Gobernador Solá,0,0,0,0,1,0,0,1,0
Entre Ríos,Tala,Guardamonte,0,0,0,0,0,0,1,0,0
Entre Ríos,Tala,Las Guachas,0,0,0,0,0,0,0,1,0
Entre Ríos,Tala,Maciá,0,1,0,0,1,1,1,1,0
Entre Ríos,Tala,Rosario del Tala,1,0,0,1,1,1,1,0,0
Entre Ríos,Uruguay,1º de Mayo,0,0,0,0,0,0,1,1,0
Entre Ríos,Uruguay,Basavilbaso,1,0,0,1,1,0,1,1,1
Mendoza,Malargüe,Las Leñas,0,0,0,1,1,1,1,0,0
Mendoza,Malargüe,Malargüe,0,1,0,1,1,1,1,1,1
Mendoza,Rivadavia,Andrade,0,0,0,0,0,0,0,1,0
Mendoza,Rivadavia,Barrio Cooperativa Los Campamentos,0,0,0,0,1,0,0,1,0
Mendoza,Rivadavia,Barrio Rivadavia,0,0,0,0,0,0,0,1,0
Mendoza,Rivadavia,Cuadro Ortega,0,0,0,0,0,1,0,0,0
Mendoza,Rivadavia,El Mirador,0,0,0,1,0,0,0,1,0
Mendoza,Rivadavia,La Central,0,0,0,0,1,1,0,1,0
Mendoza,Rivadavia,La Esperanza,0,0,0,0,0,0,0,1,0
Mendoza,Rivadavia,La Florida,0,0,0,0,0,0,0,1,0
Mendoza,Rivadavia,La Libertad,0,0,0,0,0,0,0,1,0
Mendoza,Rivadavia,Los Árboles,0,0,0,0,0,0,0,1,0
Mendoza,Rivadavia,Los Campamentos,0,0,0,0,1,0,1,1,0
Mendoza,Rivadavia,Medrano,0,0,1,0,1,1,1,1,0
Mendoza,Rivadavia,Mundo Nuevo,0,0,0,0,1,1,0,1,0
Mendoza,Rivadavia,Reducción de Abajo,0,0,0,0,0,0,1,1,0
Mendoza,San Martín,El Ramblón,0,0,0,0,0,0,0,1,0
Mendoza,San Martín,Montecaseros,0,0,0,0,1,1,1,1,0
Mendoza,San Martín,Nueva California,0,0,0,0,0,0,0,1,0
Mendoza,San Martín,Palmira,0,0,0,1,1,1,0,1,0
Mendoza,San Martín,San Martín,0,1,0,1,1,1,0,1,1
Mendoza,San Martín,Tres Porteñas,0,0,0,1,1,1,1,1,0
Mendoza,San Rafael,25 de Mayo,0,1,1,0,1,1,1,1,0
Mendoza,San Rafael,Barrio Campos El Toledano,0,0,0,0,1,1,0,0,0
Mendoza,San Rafael,Barrio Echeverria,0,0,0,0,1,1,0,0,0
Mendoza,San Rafael,Barrio Intendencia,0,0,0,0,1,1,1,0,0
Mendoza,San Rafael,Capitán Montoya,0,0,0,0,1,1,0,1,0
Mendoza,San Rafael,Cuadro Benegas,1,0,1,1,0,0,1,1,0
Mendoza,San Rafael,Cuadro Nacional,0,0,0,0,1,1,0,0,0
Mendoza,San Rafael,El Nihuil,0,0,0,0,0,0,1,1,0
Salta,General Güemes,General Güemes,1,0,0,1,1,1,1,0,1
Salta,Grl. José de San Martín,Aguaray,1,1,0,1,1,0,1,1,1
Salta,Grl. José de San Martín,Campamento Vespucio,1,0,0,1,1,0,1,0,1
Salta,Grl. José de San Martín,Campichuelo,0,0,0,0,1,0,1,0,0
Salta,Grl. José de San Martín,Campo Durán,0,0,0,1,1,0,0,0,0
Salta,Grl. José de San Martín,Capiazuti,0,0,0,0,1,0,0,0,0
Salta,Grl. José de San Martín,Coronel Cornejo,1,0,0,1,1,0,1,0,1
Salta,Grl. José de San Martín,Dragones,0,0,0,1,1,0,1,1,1
Salta,Grl. José de San Martín,Embarcación,1,1,0,1,1,1,1,0,1
Salta,Grl. José de San Martín,General Ballivián,0,0,0,1,1,0,0,0,1
Salta,Grl. José de San Martín,General Mosconi,1,0,0,1,1,1,1,1,1
Salta,Grl. José de San Martín,Hickman,0,0,0,0,1,0,0,0,0
Santa Fe,9 de Julio,Esteban Rams,0,0,0,0,1,0,1,1,1
Santa Fe,9 de Julio,Gato Colorado,0,0,0,0,1,0,1,0,1
Santa Fe,9 de Julio,Gregoria Pérez de Denis (est. El Nochero),0,0,0,0,1,0,1,1,1
Salta,Grl. José de San Martín,Misión Chaqueña,0,0,0,0,1,0,0,0,0
Salta,Grl. José de San Martín,Misión El Cruce - El Milagro - El Jardín de San Martín,0,0,0,0,1,1,0,0,0
Salta,Grl. José de San Martín,Padre Lozano,0,0,0,0,1,0,0,0,0
Salta,Grl. José de San Martín,Piquirenda,0,0,0,1,0,0,0,0,0
Salta,Grl. José de San Martín,Profesor Salvador Mazza,1,0,0,1,1,1,1,0,1
Salta,Grl. José de San Martín,Tartagal,1,1,0,1,1,1,1,1,1
Salta,Grl. José de San Martín,Tobantirenda,0,0,0,1,0,0,0,0,0
Salta,Grl. José de San Martín,Yacuy,0,0,0,1,1,0,0,0,0
Salta,Guachipas,Guachipas,0,0,0,1,1,0,1,1,1
Salta,Iruya,Iruya,0,0,0,1,0,0,1,1,0
Salta,Iruya,Isla de Cañas,0,0,0,0,1,0,1,1,0
Salta,Iruya,Pueblo Viejo,0,0,0,1,0,0,1,0,0
Santa Fe,Caseros,Gödeken,0,1,0,1,1,0,1,0,0
Santa Fe,Caseros,Los Molinos,1,1,0,0,1,1,1,0,0
Santa Fe,Caseros,Los Nogales,0,1,0,0,0,0,1,0,0
Santa Fe,Caseros,Los Quirquinchos,0,0,0,0,1,1,1,1,0
Santa Fe,Caseros,San José de La Esquina,1,1,0,0,1,1,1,1,0
Santa Fe,Caseros,Sanford,1,0,0,1,1,1,1,0,0
Santa Fe,Caseros,Villada,1,1,0,0,1,0,1,0,0
Santa Fe,Castellanos,Aldao (est. Casablanca),1,0,0,1,1,0,1,1,0
Santa Fe,Castellanos,Angélica,1,0,0,1,1,1,1,1,0
Santa Fe,Castellanos,Ataliva,1,1,0,1,1,1,1,1,0
Santa Fe,Castellanos,Aurelia,0,0,0,0,0,0,1,1,0
Santa Fe,Castellanos,Barrios Acapulco Y Veracruz,0,0,0,0,1,0,0,0,0
Santa Fe,Las Colonias,Elisa,0,0,0,1,1,0,1,0,0
Santa Fe,Las Colonias,Empalme San Carlos,0,0,0,0,1,0,1,1,0
Santa Fe,Las Colonias,Esperanza,1,1,0,1,1,1,1,1,1
Santa Fe,Las Colonias,Felicia,0,0,0,0,1,1,1,1,0
Santa Fe,Las Colonias,Franck,1,0,0,1,1,1,1,1,0
Santa Fe,Las Colonias,Grutly,1,0,0,0,1,0,1,1,0
Santa Fe,Las Colonias,Hipatia,0,0,0,0,0,0,0,1,0
Santa Fe,Las Colonias,Humboldt,1,0,0,1,1,1,1,1,0
Santa Fe,Las Colonias,La Pelada,0,0,0,1,1,0,1,1,0
Santa Fe,Las Colonias,Las Tunas,1,0,0,1,1,1,1,0,1
Santa Fe,Las Colonias,María Luisa,0,0,0,0,1,0,1,1,0
Santa Fe,Las Colonias,Matilde,1,0,0,0,1,0,1,1,0
Santa Fe,Las Colonias,Santa Clara de Buena Vista,0,1,0,0,1,1,1,0,0
Santa Fe,Las Colonias,Santo Domingo,0,0,0,0,1,0,1,1,0
Santa Fe,Las Colonias,Sarmiento,1,0,0,0,1,1,1,1,0
Santa Fe,Rosario,Acebal,1,1,0,1,1,0,1,1,0
Santa Fe,Rosario,Albarellos,0,0,0,0,0,0,1,1,0
Santa Fe,Rosario,Álvarez,1,1,0,1,1,1,1,0,0
Santa Fe,Rosario,Alvear,1,1,0,1,1,0,1,1,0
Santa Fe,Rosario,Arbilla,1,0,0,0,0,0,0,0,0
Santa Fe,Rosario,Arminda,0,1,0,0,0,0,1,0,0
Santa Fe,Rosario,Arroyo Seco,1,1,0,1,1,1,1,1,0
Santa Fe,Rosario,Carmen del Sauce,0,1,0,1,1,0,0,1,0
Santa Fe,Rosario,Coronel Bogado,1,0,0,1,1,0,1,0,0
Santa Fe,San Cristóbal,Hersilia,0,1,0,0,1,1,1,1,0
